record_id,Latitude,Longitude,Crop Sowing Time,Crop Harvesting Time,Yield Level (t/ha),season_days,sow_year,imd_STATE,imd_District,imd_Dist_Code,imd_TEHSIL,imd_lat,imd_lon,imd_distance_km,imd_year,imd_year_annual_rainfall_mm,imd_year_annual_tmin_mean,imd_year_annual_tmax_mean,imd_year_annual_pr_std,imd_year_annual_tmin_std,imd_year_annual_tmax_std,imd_clim_annual_rainfall_mm,imd_clim_annual_tmin_mean,imd_clim_annual_tmax_mean,imd_clim_annual_pr_std,imd_clim_annual_tmin_std,imd_clim_annual_tmax_std,imd_year_yield_t_ha,imd_climate_yield_t_ha,imd_year_yield_error_t_ha,imd_climate_yield_error_t_ha
850,30.369172,74.296805,2022-06-10,2022-11-13,6.25,156.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,24.31,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,-0.41,-0.87
851,30.297533,74.302318,2022-06-13,2022-10-18,6.75,127.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,29.43,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,0.09,-0.37
852,30.268391,74.273487,2022-06-13,2022-10-18,5.75,127.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,33.69,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,-0.91,-1.37
853,30.258508,74.236403,2022-06-13,2022-10-18,6.25,127.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,36.88,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,-0.41,-0.87
854,30.20989,74.233078,2022-06-18,2022-11-13,6.25,148.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,41.19,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,-0.41,-0.87
855,30.171074,74.224606,2022-06-18,2022-11-13,6.75,148.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,45.12,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,0.09,-0.37
856,30.151679,74.245236,2022-06-15,2022-11-13,6.25,151.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,45.8,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,-0.41,-0.87
857,30.134872,74.238861,2022-06-13,2022-10-18,6.75,127.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,47.71,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,0.09,-0.37
858,30.105591,74.262831,2022-06-13,2022-11-13,6.75,153.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,49.41,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,0.09,-0.37
859,30.02063,74.311986,2022-06-13,2022-11-13,6.25,153.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,56.28,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,-0.41,-0.87
860,29.58427,74.303242,2022-06-13,2022-10-15,6.75,124.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,103.57,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,0.09,-0.37
861,29.582052,74.363436,2022-06-15,2022-10-18,6.75,125.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,102.91,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,0.09,-0.37
862,30.0218353,74.381261,2022-06-13,2022-10-28,6.25,137.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,54.38,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,-0.41,-0.87
863,30.050244,74.394408,2022-06-13,2022-10-18,6.25,127.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,51.03,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,-0.41,-0.87
864,30.104191,74.3677,2022-06-15,2022-11-13,8.75,151.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,45.81,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,2.09,1.63
865,30.212905,74.345415,2022-06-10,2022-10-18,7.25,130.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,35.2,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,0.59,0.13
866,30.17484,74.360432,2022-06-15,2022-10-18,6.75,125.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,38.56,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,0.09,-0.37
867,30.131657,74.347897,2022-06-13,2022-10-18,6.25,127.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,43.48,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,-0.41,-0.87
868,31.50192037,74.96089991,2022-06-03,2022-10-15,6.75,134.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,51.11,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.38,-0.3
869,31.45956589,74.9666442,2022-06-13,2022-10-18,7.25,127.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,50.78,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.88,0.2
870,31.45800411,75.04306289,2022-06-18,2022-10-20,7.25,124.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,43.58,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.88,0.2
871,31.4199785,75.0931729,2022-06-13,2022-10-15,7.5,124.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,39.6,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.13,0.45
872,31.39398549,75.0468005,2022-06-15,2022-10-18,7.25,125.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,44.58,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.88,0.2
873,31.35168818,75.02900075,2022-06-03,2022-10-15,7.75,134.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,47.64,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.38,0.7
874,31.32622193,75.07111036,2022-06-08,2022-10-18,7.25,132.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,45.05,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.88,0.2
875,31.29113042,74.99597625,2022-06-13,2022-10-18,7.75,127.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,53.18,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.38,0.7
876,31.24933616,75.00459137,2022-06-08,2022-11-13,7.75,158.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,54.67,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.38,0.7
877,31.2801626,74.91422585,2022-06-15,2022-11-13,7.75,151.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,60.74,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.38,0.7
878,31.2549797,74.79863937,2022-06-13,2022-11-13,6.75,153.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,71.94,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.38,-0.3
879,31.23016897,74.71717263,2022-06-15,2022-10-18,7.75,125.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,80.15,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.38,0.7
880,31.16849016,74.59311306,2022-06-13,2022-11-13,7.25,153.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,74.86,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,0.59,0.13
881,31.13756349,74.53437105,2022-06-15,2022-11-13,7.75,151.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,70.97,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,1.09,0.63
882,31.13264107,74.51526658,2022-06-13,2022-10-15,8.25,124.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,70.36,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,1.59,1.13
883,31.284686,75.032078,2022-06-13,2022-10-18,8.25,127.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,50.46,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.88,1.2
884,31.21142808,74.62954262,2022-06-10,2022-10-28,7.75,140.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,80.07,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,1.09,0.63
885,31.28949901,74.55104923,2022-06-15,2022-10-18,7.75,125.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,87.92,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,1.09,0.63
886,31.29848771,74.6605564,2022-06-10,2022-11-13,8.25,156.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,82.76,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.88,1.2
887,31.39745356,74.62686731,2022-06-08,2022-10-18,7.75,132.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,83.61,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.38,0.7
888,31.4984634,74.70344937,2022-06-08,2022-10-18,7.25,132.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,75.52,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.88,0.2
889,31.09466,74.558289,2022-06-15,2022-10-18,7.5,125.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,66.36,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,0.84,0.38
890,30.95942258,75.12411375,2022-06-13,2022-10-15,7.25,124.0,2022,PUNJAB,BARNALA,D520,BARNALA,30.5,75.5,62.45,2022,542.9445,17.8629,31.2772,4.0527,1.7661,2.4348,520.7933,16.9653,30.7146,4.0526750684931505,1.7660561643835617,2.4347654794520546,6.4,7.37,0.85,-0.12
891,31.030193,75.072337,2022-06-18,2022-10-18,7.25,122.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,66.19,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.88,0.2
892,31.001553,75.120835,2022-06-18,2022-10-20,6.75,124.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,66.11,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.38,-0.3
893,31.06067469,74.98018344,2022-06-13,2022-10-18,6.25,127.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,69.47,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,-0.12,-0.8
894,30.9765643,74.976564,2022-06-13,2022-10-18,7.25,127.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,69.88,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,0.59,0.13
895,30.95887263,74.78661874,2022-06-13,2022-10-18,7.75,127.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,57.91,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,1.09,0.63
896,31.03109715,74.82052257,2022-06-13,2022-10-18,7.5,127.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,66.52,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,0.84,0.38
897,31.08126955,74.90143218,2022-06-18,2022-10-18,7.75,122.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,73.5,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.38,0.7
898,31.08630839,75.02269443,2022-06-15,2022-10-15,8.25,122.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,64.6,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.88,1.2
899,30.555591,74.34746,2022-06-13,2022-10-18,8.25,127.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,15.86,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,1.59,1.13
900,30.539462,74.324273,2022-06-15,2022-10-18,7.75,125.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,17.4,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,1.09,0.63
901,30.506376,74.281963,2022-06-13,2022-10-18,5.75,127.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,20.9,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,-0.91,-1.37
902,30.510379,74.264814,2022-06-15,2022-11-13,8.25,151.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,22.56,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,1.59,1.13
903,30.464605,74.243976,2022-06-13,2022-11-13,7.75,153.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,24.85,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,1.09,0.63
904,30.430687,74.205416,2022-06-13,2022-11-13,7.75,153.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,29.27,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,1.09,0.63
905,30.396989,74.179143,2022-06-10,2022-10-18,7.75,130.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,32.82,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,1.09,0.63
906,30.389787,74.19739,2022-06-15,2022-11-13,8.25,151.0,2022,PUNJAB,SRI MUKTSAR SAHIB,D533,MUKTSAR,30.5,74.5,31.49,2022,493.1639,17.7604,31.341,3.9921,1.8725,2.5005,437.8336,17.1688,31.0228,3.9921005479452054,1.8725484931506848,2.5004912328767124,6.66,7.12,1.59,1.13
907,31.54271951,75.1915033,2022-06-13,2022-11-13,6.25,153.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,29.62,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,-0.12,-0.8
908,31.54558122,75.12434533,2022-06-13,2022-10-15,7.25,124.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,35.97,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.88,0.2
909,31.55995706,75.07106785,2022-06-18,2022-10-18,5.25,122.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,41.2,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,-1.12,-1.8
910,31.58170781,74.93560497,2022-06-18,2022-10-28,6.5,132.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,54.25,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.13,-0.55
911,31.55380765,74.58745985,2022-06-15,2022-10-18,7.75,125.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,86.7,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.38,0.7
912,31.345097,74.546536,2022-06-13,2022-11-13,8.25,153.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,92.1,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.88,1.2
913,31.62172037,74.74177374,2022-06-13,2022-10-18,7.75,127.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,73.1,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.38,0.7
914,31.6237839,74.7359931,2022-06-13,2022-10-18,6.5,127.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,73.68,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.13,-0.55
915,31.67685307,74.74040699,2022-06-18,2022-10-18,7.75,122.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,74.59,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.38,0.7
916,31.70652177,74.68213103,2022-06-15,2022-10-15,8.25,122.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,80.79,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.88,1.2
917,31.7198279,74.56138041,2022-06-13,2022-10-18,8.25,127.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,92.18,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.88,1.2
918,31.70347599,74.51333926,2022-06-15,2022-10-18,7.75,125.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,96.14,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.38,0.7
919,31.7322517,74.67973797,2022-06-13,2022-10-18,5.75,127.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,81.85,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,-0.62,-1.3
920,31.76951382,74.71342702,2022-06-15,2022-11-13,8.25,151.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,80.27,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.88,1.2
921,31.8722596,74.77056989,2022-06-13,2022-11-13,8.25,153.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,80.48,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.88,1.2
922,31.90063483,74.79397981,2022-06-13,2022-11-13,8.25,153.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,80.29,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.88,1.2
923,31.94663824,74.87259236,2022-06-10,2022-10-18,7.75,130.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,77.38,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.38,0.7
924,31.98425154,74.93124257,2022-06-15,2022-11-13,8.25,151.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,76.11,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,1.88,1.2
925,31.9399235,74.91401404,2022-06-10,2022-11-13,8.75,156.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,73.92,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,2.38,1.7
926,31.83030188,74.98870631,2022-06-15,2022-10-15,6.75,122.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,60.75,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.38,-0.3
927,31.79596847,74.97905444,2022-06-13,2022-10-18,6.75,127.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,59.29,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,0.38,-0.3
928,31.73389439,74.99114182,2022-06-13,2022-10-28,6.25,137.0,2022,PUNJAB,KAPURTHALA,D529,SULTANPUR LODHI,31.5,75.5,54.75,2022,899.2779,17.1603,30.267,5.4487,1.7155,2.5124,829.6878,16.3326,29.5528,5.448737808219178,1.7154909589041099,2.512443287671233,6.37,7.05,-0.12,-0.8
